customer_id,months_since_last_txn,avg_spending_3m,avg_spending_prev3m,spending_trend_ratio,monthly_txn_count_3m,num_missed_months,days_since_app_login,loyalty_points_balance,num_active_benefits,years_as_customer,card_tier,primary_spending_category,payment_method,engagement_level,inactive_risk
HCC_00459,0.9,35.0,30.0,1.155,3.0,0,87.0,5874.0,5,0.4,Blue,shopping,offline_nfc,low,1
HCC_00460,0.3,57.0,42.0,1.346,6.0,0,22.0,1922.0,2,1.0,Blue,travel,online,medium,1
HCC_00461,0.1,158.0,143.0,1.103,11.0,0,7.0,932.0,3,0.9,Red,convenience,online,medium,0
HCC_00462,0.4,22.0,23.0,0.97,5.0,0,14.0,2664.0,9,1.8,Black,online,offline_nfc,medium,0
HCC_00463,0.5,114.0,88.0,1.292,10.0,0,57.0,6962.0,4,8.4,Blue,convenience,online,medium,1
HCC_00464,0.2,43.0,48.0,0.893,6.0,0,213.0,8688.0,4,2.6,Red,dining,offline_swipe,medium,0
HCC_00465,0.9,111.0,119.0,0.93,9.0,0,34.0,13458.0,7,3.1,Red,shopping,offline_swipe,medium,0
HCC_00466,0.8,55.0,38.0,1.436,8.0,0,99.0,27511.0,6,0.3,Blue,travel,offline_swipe,low,0
HCC_00467,0.5,180.0,128.0,1.407,16.0,0,41.0,7360.0,4,2.5,Blue,dining,offline_swipe,low,1
HCC_00468,0.5,85.0,93.0,0.918,9.0,0,23.0,5048.0,5,2.7,Blue,online,offline_nfc,medium,0
HCC_00469,0.0,307.0,391.0,0.784,21.0,0,3.0,26237.0,4,1.7,Black,convenience,app,high,1
HCC_00470,0.5,149.0,110.0,1.359,8.0,0,215.0,3082.0,5,4.4,Red,convenience,online,high,1
HCC_00471,0.6,68.0,59.0,1.16,7.0,0,32.0,2544.0,5,2.8,Red,online,offline_swipe,low,1
HCC_00472,0.9,91.0,90.0,1.015,6.0,0,5.0,7937.0,4,0.7,Red,dining,online,high,0
HCC_00473,0.5,36.0,44.0,0.823,9.0,0,24.0,3958.0,8,3.8,Black,shopping,offline_nfc,low,0
HCC_00474,0.2,181.0,177.0,1.02,15.0,0,94.0,586.0,7,2.9,Black,travel,offline_nfc,low,1
HCC_00475,0.2,160.0,175.0,0.913,12.0,0,24.0,1582.0,5,1.7,Red,convenience,app,medium,0
HCC_00476,0.2,568.0,788.0,0.721,33.0,0,0.0,8985.0,5,0.1,Red,convenience,app,high,0
HCC_00477,0.9,63.0,66.0,0.959,8.0,0,3.0,14040.0,5,2.2,Red,dining,online,high,0
HCC_00478,0.8,74.0,74.0,1.0,9.0,0,29.0,7388.0,3,10.0,Blue,travel,online,high,0
HCC_00479,0.8,46.0,57.0,0.807,5.0,0,86.0,135.0,4,7.5,Blue,dining,online,low,0
HCC_00480,0.8,155.0,130.0,1.191,13.0,0,31.0,3242.0,4,3.6,Red,shopping,online,medium,0
HCC_00481,1.0,193.0,148.0,1.307,13.0,1,173.0,8353.0,5,0.9,Red,online,offline_nfc,low,1
HCC_00482,0.7,127.0,105.0,1.211,13.0,0,18.0,3382.0,7,6.1,Red,dining,online,medium,0
HCC_00483,0.9,218.0,261.0,0.837,16.0,1,117.0,6523.0,4,7.0,Red,dining,offline_swipe,low,1
HCC_00484,0.2,77.0,67.0,1.147,7.0,0,34.0,2375.0,7,0.2,Red,shopping,offline_swipe,low,0
HCC_00485,1.5,303.0,321.0,0.943,21.0,1,60.0,13275.0,6,10.6,The,convenience,online,low,0
HCC_00486,1.0,92.0,168.0,0.549,7.0,1,72.0,3822.0,5,11.2,Red,dining,offline_swipe,low,1
HCC_00487,0.9,121.0,108.0,1.122,8.0,0,136.0,7111.0,4,1.0,Red,dining,offline_nfc,medium,1
HCC_00488,0.1,82.0,85.0,0.964,6.0,0,10.0,2702.0,7,1.8,Red,shopping,offline_swipe,medium,0
HCC_00489,0.9,1294.0,762.0,1.698,66.0,0,89.0,1543.0,4,0.3,Red,travel,offline_swipe,low,0
HCC_00490,0.9,77.0,57.0,1.357,7.0,0,32.0,139.0,4,6.6,Red,dining,offline_nfc,low,0
HCC_00491,0.9,131.0,116.0,1.133,9.0,0,93.0,16459.0,6,3.0,Blue,convenience,online,low,1
HCC_00492,1.2,50.0,50.0,0.995,7.0,1,28.0,12593.0,2,5.1,Blue,convenience,offline_swipe,medium,0
HCC_00493,0.2,368.0,380.0,0.969,20.0,0,35.0,3866.0,2,4.4,Blue,shopping,offline_swipe,low,0
HCC_00494,0.9,137.0,222.0,0.619,8.0,1,58.0,31895.0,4,5.5,Red,dining,offline_nfc,low,0
HCC_00495,2.8,21.0,53.0,0.398,4.0,3,66.0,24391.0,3,2.5,Blue,shopping,offline_swipe,low,1
HCC_00496,0.8,109.0,165.0,0.658,8.0,1,225.0,9259.0,4,1.2,Red,dining,offline_nfc,low,1
HCC_00497,0.8,121.0,134.0,0.906,8.0,0,73.0,5485.0,5,2.4,Red,shopping,offline_swipe,low,0
HCC_00498,4.5,17.0,60.0,0.288,4.0,4,365.0,13528.0,1,0.7,Blue,convenience,offline_nfc,medium,1
HCC_00499,0.7,152.0,201.0,0.757,11.0,1,301.0,9520.0,5,16.9,Red,dining,online,high,0
HCC_00500,0.9,126.0,149.0,0.846,11.0,0,170.0,3973.0,4,2.2,Red,dining,offline_nfc,medium,1
HCC_00501,0.4,92.0,108.0,0.855,8.0,0,113.0,8449.0,1,1.3,Blue,dining,offline_swipe,medium,1
HCC_00502,0.9,63.0,88.0,0.721,9.0,0,48.0,1413.0,5,1.8,Blue,dining,offline_nfc,medium,1
HCC_00503,0.4,106.0,129.0,0.818,9.0,0,14.0,21055.0,2,1.9,Blue,dining,offline_nfc,medium,0
HCC_00504,0.7,188.0,131.0,1.437,12.0,1,42.0,7143.0,6,2.8,Red,shopping,offline_swipe,low,1
HCC_00505,0.1,129.0,115.0,1.119,11.0,0,8.0,810.0,3,2.8,Red,convenience,app,high,0
HCC_00506,0.4,41.0,55.0,0.752,3.0,0,57.0,23262.0,2,1.4,Blue,dining,offline_swipe,low,1
HCC_00507,0.3,381.0,424.0,0.899,20.0,0,56.0,4226.0,4,2.9,Red,shopping,offline_swipe,low,0
HCC_00508,0.8,36.0,39.0,0.912,4.0,0,41.0,977.0,4,16.3,Blue,online,offline_swipe,low,0
HCC_00509,0.9,106.0,154.0,0.69,9.0,0,71.0,434.0,3,0.5,Red,shopping,online,low,0
HCC_00510,0.0,68.0,99.0,0.689,7.0,0,4.0,20500.0,4,0.9,Black,convenience,app,medium,0
HCC_00511,0.1,637.0,521.0,1.223,36.0,0,20.0,1927.0,6,14.4,Black,shopping,offline_swipe,low,0
HCC_00512,0.6,35.0,44.0,0.794,8.0,0,4.0,5455.0,3,6.9,Blue,dining,online,high,0
HCC_00513,0.5,42.0,71.0,0.592,6.0,0,59.0,3242.0,6,13.6,Black,dining,offline_swipe,low,0
HCC_00514,0.3,45.0,50.0,0.907,4.0,0,6.0,2051.0,4,5.0,Red,convenience,app,high,0
HCC_00515,0.3,136.0,142.0,0.955,9.0,0,72.0,8482.0,7,8.4,Red,convenience,offline_nfc,low,1
HCC_00516,0.8,14.0,43.0,0.328,6.0,3,85.0,3031.0,6,0.4,Black,shopping,offline_nfc,medium,0
HCC_00517,0.6,68.0,75.0,0.908,5.0,1,9.0,6920.0,8,8.0,Red,shopping,offline_nfc,high,0
HCC_00518,4.1,19.0,16.0,1.18,8.0,4,143.0,16932.0,5,3.3,Blue,shopping,offline_swipe,low,0
HCC_00519,0.7,187.0,177.0,1.055,12.0,0,16.0,19837.0,9,8.7,The,dining,online,medium,0
HCC_00520,0.3,97.0,61.0,1.589,8.0,0,0.0,402.0,3,3.8,Blue,dining,app,high,0
HCC_00521,0.6,36.0,28.0,1.295,5.0,1,143.0,5586.0,4,0.0,Blue,online,offline_nfc,medium,1
HCC_00522,2.5,354.0,261.0,1.355,21.0,2,4.0,2075.0,6,1.5,Red,dining,app,low,0
HCC_00523,0.2,79.0,45.0,1.76,5.0,0,14.0,8106.0,6,0.9,Black,shopping,app,low,1
HCC_00524,0.9,197.0,172.0,1.147,12.0,0,59.0,13300.0,6,5.5,Blue,travel,offline_nfc,low,0
HCC_00525,0.7,71.0,73.0,0.969,6.0,0,45.0,2156.0,6,4.4,Black,shopping,offline_swipe,medium,0
HCC_00526,0.9,478.0,394.0,1.212,26.0,0,29.0,6625.0,3,1.5,Red,online,online,high,0
HCC_00527,0.7,125.0,166.0,0.752,13.0,3,73.0,12013.0,5,2.2,Blue,dining,offline_swipe,medium,1
HCC_00528,0.8,39.0,41.0,0.952,8.0,1,163.0,3201.0,2,1.0,Blue,convenience,offline_swipe,low,1
HCC_00529,2.1,32.0,44.0,0.726,4.0,2,34.0,11994.0,3,0.9,Blue,dining,online,low,1
HCC_00530,0.5,185.0,178.0,1.039,13.0,0,9.0,6963.0,6,0.4,Red,dining,offline_nfc,medium,0
HCC_00531,0.6,54.0,74.0,0.724,7.0,0,3.0,17425.0,4,3.0,Blue,shopping,app,high,0
HCC_00532,1.4,57.0,80.0,0.714,5.0,1,15.0,9309.0,2,1.3,Blue,convenience,app,high,1
HCC_00533,0.1,316.0,303.0,1.044,17.0,0,6.0,2786.0,6,2.5,Red,shopping,app,high,1
HCC_00534,0.3,44.0,50.0,0.879,8.0,0,2.0,2973.0,5,3.4,Blue,dining,app,high,0
HCC_00535,1.2,54.0,157.0,0.342,9.0,2,97.0,16708.0,8,3.6,The,shopping,offline_swipe,low,1
HCC_00536,0.3,114.0,235.0,0.483,11.0,0,38.0,19806.0,5,1.0,Red,dining,offline_swipe,low,0
HCC_00537,0.6,120.0,209.0,0.576,12.0,0,13.0,2170.0,3,1.4,Red,convenience,offline_nfc,low,1
HCC_00538,1.1,73.0,112.0,0.655,11.0,1,79.0,33227.0,4,0.1,Black,online,offline_swipe,medium,0
HCC_00539,0.2,105.0,101.0,1.044,9.0,0,18.0,3511.0,7,2.2,Black,travel,offline_nfc,low,0
HCC_00540,0.1,23.0,23.0,0.986,8.0,0,32.0,2872.0,3,5.6,Blue,shopping,offline_swipe,medium,0
HCC_00541,0.3,48.0,39.0,1.24,7.0,0,6.0,2211.0,2,0.1,Blue,travel,offline_nfc,high,1
HCC_00542,0.2,162.0,141.0,1.146,11.0,0,66.0,4299.0,5,7.3,Red,shopping,offline_swipe,high,0
HCC_00543,0.7,102.0,82.0,1.242,7.0,0,44.0,7428.0,5,9.1,Blue,dining,offline_nfc,medium,0
HCC_00544,0.0,107.0,97.0,1.103,11.0,0,11.0,28119.0,8,3.3,Blue,shopping,online,high,0
HCC_00545,1.5,288.0,293.0,0.983,20.0,1,94.0,11595.0,8,7.3,Black,travel,offline_nfc,medium,0
HCC_00546,0.9,52.0,42.0,1.25,7.0,0,163.0,1430.0,6,2.5,Red,convenience,online,low,0
HCC_00547,0.5,109.0,91.0,1.196,11.0,0,33.0,12796.0,7,1.3,Red,shopping,offline_swipe,low,0
HCC_00548,0.9,153.0,148.0,1.033,13.0,0,23.0,1720.0,6,0.3,Black,convenience,offline_swipe,medium,1
HCC_00549,0.6,68.0,52.0,1.301,9.0,0,97.0,11413.0,4,0.2,Blue,convenience,offline_swipe,low,1
HCC_00550,2.0,74.0,344.0,0.216,9.0,2,71.0,4322.0,5,7.3,Red,online,offline_nfc,low,0
HCC_00551,0.3,188.0,226.0,0.833,13.0,0,23.0,3637.0,6,11.1,Red,online,app,low,0
HCC_00552,1.0,133.0,161.0,0.828,10.0,0,149.0,5318.0,7,3.2,Black,dining,online,high,1
HCC_00553,0.2,679.0,536.0,1.266,36.0,0,45.0,11957.0,6,8.9,Black,shopping,offline_swipe,low,0
HCC_00554,0.4,38.0,27.0,1.391,6.0,0,14.0,4941.0,4,4.1,Blue,convenience,offline_nfc,medium,0
HCC_00555,1.5,70.0,145.0,0.485,6.0,2,46.0,39994.0,7,6.7,The,convenience,offline_swipe,low,0
HCC_00556,0.4,197.0,147.0,1.343,13.0,0,93.0,3706.0,4,3.8,Red,dining,offline_swipe,low,0
HCC_00557,0.2,30.0,53.0,0.569,8.0,0,4.0,915.0,5,3.6,Red,travel,app,high,0
HCC_00558,0.1,80.0,139.0,0.578,9.0,0,15.0,21776.0,3,1.7,Red,convenience,online,high,0
HCC_00559,0.1,38.0,45.0,0.85,5.0,0,27.0,18994.0,5,3.8,Red,dining,offline_nfc,medium,0
HCC_00560,0.4,157.0,190.0,0.825,13.0,0,30.0,3985.0,5,1.2,Red,shopping,offline_nfc,low,0
HCC_00561,0.7,134.0,297.0,0.452,11.0,1,38.0,728.0,5,0.2,Black,shopping,offline_nfc,low,1
HCC_00562,1.5,152.0,136.0,1.115,13.0,1,224.0,2658.0,6,3.1,Red,shopping,offline_nfc,medium,0
HCC_00563,0.8,24.0,21.0,1.124,2.0,0,43.0,8404.0,3,0.4,Blue,shopping,offline_swipe,medium,1
HCC_00564,0.0,52.0,42.0,1.236,5.0,0,24.0,3759.0,6,2.3,Blue,dining,offline_swipe,medium,1
HCC_00565,0.8,113.0,143.0,0.79,8.0,0,143.0,29360.0,2,0.1,Blue,convenience,online,low,0
HCC_00566,0.6,84.0,93.0,0.908,5.0,0,5.0,11174.0,3,3.8,Blue,dining,online,high,1
HCC_00567,3.2,10.0,11.0,0.911,3.0,4,365.0,7469.0,3,1.5,Blue,convenience,offline_swipe,low,1
HCC_00568,1.4,492.0,345.0,1.426,29.0,1,1.0,348.0,4,0.5,Black,dining,app,medium,0
HCC_00569,1.0,9.0,122.0,0.07,3.0,3,113.0,55105.0,6,2.1,Red,convenience,offline_swipe,medium,1
HCC_00570,0.1,36.0,57.0,0.633,4.0,0,29.0,4731.0,5,2.0,Red,shopping,offline_swipe,high,0
HCC_00571,1.1,223.0,242.0,0.922,15.0,1,12.0,18923.0,4,5.9,Red,travel,app,high,0
HCC_00572,0.9,31.0,53.0,0.594,7.0,0,86.0,2801.0,4,10.1,Blue,dining,online,low,0
HCC_00573,1.3,53.0,63.0,0.843,8.0,1,126.0,827.0,5,5.6,Red,shopping,online,medium,1
HCC_00574,0.1,107.0,121.0,0.882,8.0,0,23.0,1538.0,1,0.5,Blue,dining,app,medium,0
HCC_00575,1.2,274.0,379.0,0.723,18.0,1,173.0,19133.0,5,1.1,Blue,dining,offline_nfc,low,1
HCC_00576,0.8,377.0,401.0,0.939,23.0,0,33.0,1335.0,5,20.0,Red,travel,online,medium,0
HCC_00577,0.3,135.0,122.0,1.108,11.0,0,0.0,23388.0,2,2.1,Blue,dining,app,high,1
HCC_00578,0.9,134.0,158.0,0.849,12.0,3,11.0,17460.0,5,2.0,Red,online,offline_nfc,high,1
HCC_00579,0.8,135.0,172.0,0.784,9.0,0,67.0,8969.0,3,6.7,Blue,shopping,offline_nfc,low,0
HCC_00580,1.1,35.0,40.0,0.87,7.0,1,289.0,2408.0,3,6.5,Red,dining,offline_nfc,low,1
HCC_00581,0.2,168.0,183.0,0.918,11.0,0,115.0,1251.0,5,0.6,Red,online,online,low,1
HCC_00582,1.0,24.0,61.0,0.398,4.0,2,182.0,3290.0,5,3.6,Red,dining,offline_swipe,low,1
HCC_00583,0.6,175.0,165.0,1.058,14.0,0,17.0,9626.0,6,0.5,Black,convenience,online,low,0
HCC_00584,0.4,71.0,91.0,0.785,7.0,0,33.0,5312.0,4,7.3,Red,shopping,online,low,0
HCC_00585,0.9,177.0,136.0,1.298,12.0,1,24.0,6786.0,3,0.3,Blue,shopping,offline_swipe,medium,1
HCC_00586,0.4,110.0,100.0,1.097,12.0,0,19.0,13582.0,5,3.1,Blue,convenience,offline_nfc,medium,0
HCC_00587,1.2,14.0,11.0,1.271,3.0,2,48.0,4632.0,6,8.3,Black,dining,offline_swipe,low,1
HCC_00588,0.8,78.0,126.0,0.617,9.0,0,142.0,8526.0,6,2.3,Red,travel,offline_swipe,low,1
HCC_00589,0.8,172.0,213.0,0.809,10.0,0,124.0,2686.0,6,5.0,Black,dining,offline_nfc,low,0
HCC_00590,1.0,114.0,208.0,0.547,12.0,1,199.0,5294.0,7,3.5,The,travel,offline_nfc,low,1
HCC_00591,0.6,59.0,84.0,0.708,5.0,1,7.0,247.0,3,8.0,Blue,dining,online,medium,1
HCC_00592,0.7,527.0,407.0,1.296,32.0,0,33.0,260.0,8,12.2,Red,dining,offline_swipe,low,0
HCC_00593,0.1,191.0,140.0,1.366,16.0,0,10.0,938.0,4,5.1,Red,dining,offline_swipe,medium,0
HCC_00594,0.5,89.0,155.0,0.576,7.0,0,14.0,2025.0,6,10.4,Red,travel,offline_nfc,medium,0
HCC_00595,0.1,263.0,336.0,0.783,17.0,0,4.0,486.0,9,1.7,The,online,app,high,0
HCC_00596,1.5,131.0,146.0,0.897,14.0,1,99.0,12608.0,5,3.2,Red,online,offline_swipe,low,1
HCC_00597,0.7,48.0,44.0,1.096,5.0,0,13.0,19002.0,4,2.4,Blue,convenience,offline_nfc,low,0
HCC_00598,0.9,5.0,13.0,0.392,7.0,5,56.0,180.0,3,10.7,Blue,convenience,offline_nfc,low,0
HCC_00599,0.7,27.0,62.0,0.439,3.0,1,25.0,19382.0,5,6.8,Blue,convenience,online,high,0
HCC_00600,0.1,179.0,168.0,1.067,12.0,0,2.0,43.0,6,1.5,Blue,shopping,app,medium,0
HCC_00601,1.7,27.0,82.0,0.335,7.0,3,60.0,2408.0,3,1.9,Red,dining,offline_nfc,high,0
HCC_00602,0.4,136.0,173.0,0.786,9.0,0,14.0,22534.0,4,12.6,Blue,travel,offline_nfc,medium,1
HCC_00603,0.9,100.0,103.0,0.969,10.0,0,184.0,6119.0,3,1.1,Blue,dining,offline_nfc,low,1
HCC_00604,0.9,266.0,255.0,1.045,19.0,0,88.0,126.0,2,2.0,Blue,convenience,offline_swipe,low,0
HCC_00605,1.0,63.0,72.0,0.877,6.0,0,33.0,16144.0,3,1.8,Blue,shopping,offline_nfc,low,0
HCC_00606,0.1,107.0,132.0,0.81,10.0,0,19.0,3945.0,5,0.1,Blue,dining,app,medium,0
HCC_00607,0.9,161.0,137.0,1.173,12.0,1,214.0,10704.0,3,3.6,Blue,convenience,offline_swipe,low,1
HCC_00608,0.5,427.0,424.0,1.006,28.0,0,42.0,12297.0,7,2.2,Black,dining,offline_swipe,low,0
HCC_00609,1.2,17.0,23.0,0.726,2.0,1,215.0,4103.0,2,0.5,Blue,online,offline_swipe,medium,1
HCC_00610,0.7,71.0,76.0,0.931,11.0,0,16.0,43695.0,4,0.1,Red,online,offline_nfc,high,1
HCC_00611,1.2,224.0,216.0,1.035,17.0,1,170.0,2000.0,3,2.2,Red,travel,offline_swipe,low,1
HCC_00612,0.5,451.0,314.0,1.435,26.0,0,132.0,31733.0,5,6.9,Blue,travel,online,medium,1
HCC_00613,0.6,127.0,110.0,1.156,12.0,0,31.0,15053.0,5,6.2,Blue,dining,offline_swipe,low,0
HCC_00614,0.7,92.0,72.0,1.284,9.0,1,38.0,1342.0,6,1.1,Blue,shopping,offline_nfc,low,0
HCC_00615,0.2,147.0,200.0,0.737,10.0,0,29.0,64.0,4,1.4,Red,convenience,offline_nfc,high,0
HCC_00616,0.6,140.0,183.0,0.763,8.0,1,61.0,2443.0,3,2.7,Blue,dining,offline_swipe,medium,0
HCC_00617,0.8,58.0,68.0,0.849,6.0,1,45.0,1348.0,5,0.4,Blue,dining,online,medium,0
HCC_00618,1.3,125.0,142.0,0.877,15.0,1,18.0,600.0,3,4.1,Red,shopping,online,high,1
HCC_00619,0.9,203.0,328.0,0.618,15.0,0,9.0,13689.0,8,1.2,Black,travel,offline_nfc,medium,0
HCC_00620,0.9,861.0,662.0,1.3,49.0,0,125.0,15657.0,10,8.5,The,travel,offline_nfc,low,0
HCC_00621,0.6,196.0,165.0,1.185,13.0,1,12.0,674.0,3,4.2,Blue,dining,offline_nfc,medium,1
HCC_00622,0.1,94.0,113.0,0.828,8.0,0,1.0,1177.0,7,1.5,Red,dining,offline_nfc,medium,0
HCC_00623,0.1,97.0,87.0,1.113,10.0,0,15.0,16377.0,5,6.6,Blue,convenience,app,medium,0
HCC_00624,0.7,169.0,171.0,0.987,9.0,0,31.0,6352.0,5,9.1,Red,dining,offline_swipe,low,0
HCC_00625,0.1,94.0,83.0,1.136,6.0,0,53.0,18106.0,4,3.1,Blue,dining,offline_swipe,low,1
HCC_00626,0.1,66.0,127.0,0.517,6.0,0,2.0,738.0,5,1.3,Red,dining,app,high,1
HCC_00627,0.8,34.0,39.0,0.876,7.0,1,94.0,24468.0,2,13.3,Blue,convenience,offline_nfc,medium,0
HCC_00628,0.0,325.0,360.0,0.903,24.0,0,14.0,3494.0,7,8.1,Black,dining,offline_nfc,medium,0
HCC_00629,0.7,49.0,44.0,1.107,9.0,0,33.0,5739.0,7,9.8,Red,shopping,offline_swipe,medium,0
HCC_00630,0.7,47.0,64.0,0.731,5.0,1,48.0,4344.0,5,4.5,Blue,shopping,offline_swipe,low,1
HCC_00631,2.7,17.0,99.0,0.17,7.0,4,116.0,82.0,4,4.2,Blue,dining,offline_swipe,low,1
HCC_00632,0.5,267.0,448.0,0.595,18.0,0,8.0,1289.0,5,4.8,Blue,online,offline_nfc,low,0
HCC_00633,0.1,94.0,104.0,0.902,12.0,0,5.0,3434.0,7,0.7,The,convenience,online,high,0
HCC_00634,0.1,60.0,64.0,0.939,8.0,0,32.0,2540.0,4,3.7,Red,travel,online,low,0
HCC_00635,0.5,134.0,94.0,1.425,11.0,0,5.0,12118.0,7,0.8,The,shopping,online,high,0
HCC_00636,0.5,527.0,481.0,1.095,28.0,0,22.0,1921.0,6,1.2,Black,dining,app,low,0
HCC_00637,1.4,9.0,10.0,0.944,8.0,2,35.0,23316.0,3,1.6,Blue,shopping,offline_swipe,low,1
HCC_00638,0.6,37.0,41.0,0.91,2.0,0,10.0,615.0,3,5.8,Blue,dining,app,medium,0
HCC_00639,0.4,1013.0,810.0,1.251,55.0,0,48.0,3799.0,2,2.9,Blue,travel,online,low,1
HCC_00640,0.6,108.0,146.0,0.743,11.0,0,47.0,15168.0,5,2.9,Blue,dining,offline_swipe,medium,1
HCC_00641,0.3,33.0,38.0,0.878,8.0,0,74.0,1263.0,3,4.3,Blue,travel,online,low,0
HCC_00642,0.7,52.0,88.0,0.593,6.0,0,87.0,23706.0,7,2.9,Blue,shopping,offline_nfc,low,0
HCC_00643,0.6,207.0,154.0,1.346,18.0,0,21.0,7071.0,10,5.0,The,shopping,offline_swipe,medium,0
HCC_00644,0.8,223.0,215.0,1.038,16.0,1,47.0,19557.0,5,0.3,Red,dining,offline_swipe,medium,1
HCC_00645,0.7,281.0,397.0,0.708,19.0,0,22.0,5345.0,2,2.0,Blue,dining,app,medium,1
HCC_00646,1.2,110.0,124.0,0.886,9.0,1,57.0,8648.0,6,3.0,Blue,shopping,offline_nfc,low,1
HCC_00647,0.1,102.0,95.0,1.073,12.0,0,2.0,6977.0,7,0.5,The,shopping,online,medium,1
HCC_00648,0.6,173.0,205.0,0.845,12.0,0,109.0,7096.0,5,2.5,Red,online,offline_nfc,medium,0
HCC_00649,0.8,40.0,52.0,0.76,6.0,0,120.0,5298.0,5,2.5,Blue,shopping,online,low,0
HCC_00650,0.1,46.0,64.0,0.724,9.0,0,6.0,11299.0,8,4.9,The,dining,app,medium,0
HCC_00651,0.9,28.0,27.0,1.022,4.0,0,30.0,20073.0,7,1.6,Red,shopping,offline_swipe,medium,1
HCC_00652,1.1,21.0,26.0,0.813,5.0,1,35.0,8415.0,5,4.4,Blue,shopping,offline_nfc,low,1
HCC_00653,1.0,34.0,44.0,0.784,3.0,1,9.0,20001.0,8,5.5,Blue,convenience,offline_nfc,medium,0
HCC_00654,1.7,22.0,43.0,0.519,5.0,2,58.0,8898.0,5,4.7,Red,dining,online,medium,0
HCC_00655,1.1,110.0,117.0,0.943,9.0,1,77.0,21306.0,2,1.3,Blue,convenience,offline_swipe,low,1
HCC_00656,0.6,36.0,42.0,0.866,5.0,0,3.0,3688.0,6,5.2,Red,travel,online,high,1
HCC_00657,1.0,6.0,7.0,0.824,3.0,1,127.0,4411.0,3,4.8,Blue,dining,offline_nfc,medium,1
HCC_00658,0.3,46.0,47.0,0.98,6.0,0,81.0,5882.0,4,1.6,Red,shopping,offline_swipe,low,1
HCC_00659,0.3,86.0,75.0,1.144,7.0,0,82.0,429.0,6,1.1,Red,shopping,online,low,1
HCC_00660,1.2,76.0,67.0,1.13,10.0,1,113.0,25346.0,4,1.5,Red,shopping,offline_swipe,high,0
HCC_00661,0.4,401.0,369.0,1.086,21.0,0,16.0,9616.0,5,0.7,Red,shopping,offline_nfc,high,1
HCC_00662,0.8,47.0,56.0,0.848,6.0,0,11.0,6714.0,4,3.3,Blue,travel,online,high,1
HCC_00663,0.1,194.0,258.0,0.75,13.0,0,13.0,217.0,9,3.0,Black,travel,offline_nfc,high,0
HCC_00664,1.4,76.0,126.0,0.607,10.0,1,105.0,11614.0,7,2.4,Black,shopping,offline_swipe,low,0
HCC_00665,0.2,79.0,106.0,0.742,7.0,0,1.0,93.0,3,1.4,Red,travel,app,high,0
HCC_00666,0.5,44.0,47.0,0.926,7.0,0,171.0,1060.0,3,0.4,Blue,convenience,offline_nfc,low,1
HCC_00667,0.1,60.0,87.0,0.684,10.0,0,52.0,6808.0,3,9.2,Blue,shopping,offline_swipe,low,1
HCC_00668,0.3,47.0,49.0,0.949,6.0,0,58.0,1165.0,3,3.4,Blue,shopping,app,low,1
HCC_00669,1.0,79.0,125.0,0.63,7.0,0,147.0,3040.0,3,6.1,Red,dining,offline_swipe,low,1
HCC_00670,2.9,38.0,91.0,0.422,4.0,3,76.0,21256.0,5,7.2,Red,dining,offline_nfc,low,1
HCC_00671,0.9,70.0,60.0,1.166,9.0,1,44.0,96397.0,7,6.1,Black,dining,offline_swipe,low,1
HCC_00672,0.1,188.0,242.0,0.778,14.0,0,1.0,8190.0,4,2.2,Red,shopping,app,medium,0
HCC_00673,0.4,86.0,128.0,0.669,9.0,0,37.0,14702.0,4,4.0,Blue,convenience,app,low,0
HCC_00674,0.7,38.0,64.0,0.592,6.0,0,7.0,3185.0,3,0.2,Blue,dining,offline_swipe,low,1
HCC_00675,0.0,129.0,123.0,1.047,8.0,0,0.0,3097.0,4,6.8,Red,travel,online,high,0
HCC_00676,0.4,136.0,102.0,1.332,13.0,0,6.0,17017.0,6,9.5,Red,dining,app,high,0
HCC_00677,0.9,37.0,46.0,0.799,3.0,0,44.0,11128.0,5,11.0,Blue,dining,offline_swipe,low,0
HCC_00678,0.1,99.0,116.0,0.855,7.0,0,20.0,21775.0,7,1.1,Red,shopping,online,medium,0
HCC_00679,1.1,97.0,78.0,1.241,9.0,1,67.0,4844.0,5,1.0,Black,shopping,app,low,1
HCC_00680,2.0,19.0,51.0,0.377,3.0,4,183.0,6776.0,4,2.7,Red,dining,offline_swipe,medium,1
HCC_00681,0.2,53.0,35.0,1.51,4.0,0,10.0,10594.0,9,4.1,Black,dining,offline_swipe,low,0
HCC_00682,2.3,136.0,82.0,1.653,17.0,2,53.0,7535.0,3,3.7,Red,shopping,offline_nfc,low,0
HCC_00683,2.3,25.0,229.0,0.108,4.0,4,361.0,1415.0,7,8.0,The,shopping,offline_swipe,medium,1
HCC_00684,0.6,56.0,63.0,0.891,8.0,0,73.0,22875.0,6,3.0,Red,shopping,offline_swipe,low,1
HCC_00685,0.8,482.0,685.0,0.704,29.0,0,105.0,15305.0,3,2.9,Blue,shopping,online,low,1
HCC_00686,0.4,187.0,222.0,0.841,14.0,0,279.0,546.0,6,3.1,Red,shopping,offline_swipe,high,0
HCC_00687,1.3,246.0,310.0,0.794,16.0,1,272.0,10892.0,4,2.3,Red,dining,offline_nfc,low,1
HCC_00688,0.6,200.0,172.0,1.164,20.0,0,172.0,7550.0,4,2.2,Blue,dining,offline_swipe,low,0
